pl_name,hostname,discoverymethod,pl_orbper,pl_orbsmax,pl_rade,pl_eqt,st_teff,st_rad,st_mass
Kepler-352 d,Kepler-352,Transit,6.887279987,0.06574,0.80628032,788,5208,0.772,0.796
Kepler-353 b,Kepler-353,Transit,5.795278,0.051,0.89,534,3903,0.504,0.553
Kepler-353 c,Kepler-353,Transit,8.410894,0.065,1.38,472,3903,0.504,0.553
Kepler-354 b,Kepler-354,Transit,5.47666,0.054,1.84,741,4648,0.674,0.652
Kepler-354 c,Kepler-354,Transit,16.934402,0.115,1.31,508,4648,0.674,0.652
Kepler-354 d,Kepler-354,Transit,24.209842,0.146,1.24,451,4648,0.674,0.652
Kepler-355 b,Kepler-355,Transit,11.03189,0.102,1.46,840,6184,1.066,0.933
Kepler-355 c,Kepler-355,Transit,25.762294,0.179,2.71,633,6184,1.066,0.933
Kepler-356 b,Kepler-356,Transit,4.612696,0.057,1.57,1294,6133,1.335,1.163
Kepler-356 c,Kepler-356,Transit,13.121632,0.115,1.81,913,6133,1.335,1.163
Kepler-357 b,Kepler-357,Transit,6.475434,0.063,1.84,793,5036,0.834,0.794
Kepler-357 c,Kepler-357,Transit,16.85837,0.12,2.67,576,5036,0.834,0.794
Kepler-357 d,Kepler-357,Transit,49.499875,0.246,3.43,402,5036,0.834,0.794
Kepler-358 b,Kepler-358,Transit,34.060467,0.21,2.72,554,5908,0.954,0.94
Kepler-358 c,Kepler-358,Transit,83.488369,0.381,2.85,411,5908,0.954,0.94
Kepler-359 b,Kepler-359,Transit,25.563222,0.178,3.53,671,6248,1.086,0.827
Kepler-359 c,Kepler-359,Transit,57.68802,0.307,4.3,512,6248,1.086,0.827
Kepler-359 d,Kepler-359,Transit,77.095691,0.372,4.01,464,6248,1.086,0.827
Kepler-36 b,Kepler-36,Transit,13.86825,0.11419,1.498,978,5979,1.634,1.034
Kepler-36 c,Kepler-36,Transit,16.21865,0.12692,3.679,928,5979,1.634,1.034
Kepler-360 b,Kepler-360,Transit,3.289672,0.044,1.65,1116,6053,1.058,0.994
Kepler-360 c,Kepler-360,Transit,7.186434,0.075,2.1,860,6053,1.058,0.994
Kepler-361 b,Kepler-361,Transit,8.486616,0.086,1.45,1060,6169,1.343,1.191
Kepler-361 c,Kepler-361,Transit,55.188023,0.3,2.52,568,6169,1.343,1.191
Kepler-362 b,Kepler-362,Transit,10.327186,0.087,0.88,838,5788,0.722,0.904
Kepler-362 c,Kepler-362,Transit,37.866281,0.207,1.45,543,5788,0.722,0.904
Kepler-363 b,Kepler-363,Transit,3.614568,0.048,1.16,1347,5593,1.485,1.226
Kepler-363 c,Kepler-363,Transit,7.542427,0.079,1.69,1054,5593,1.485,1.226
Kepler-363 d,Kepler-363,Transit,11.932125,0.107,2.05,905,5593,1.485,1.226
Kepler-364 b,Kepler-364,Transit,25.745718,0.178,1.55,753,6108,1.284,1.076
Kepler-364 c,Kepler-364,Transit,59.980627,0.312,2.15,568,6108,1.284,1.076
Kepler-365 b,Kepler-365,Transit,10.664903,0.098,2.04,865,6012,1.048,1.02
Kepler-365 c,Kepler-365,Transit,17.784129,0.137,1.64,729,6012,1.048,1.02
Kepler-366 b,Kepler-366,Transit,3.281959,0.045,1.46,1326,6209,1.048,1.088
Kepler-366 c,Kepler-366,Transit,12.51616,0.11,1.79,848,6209,1.048,1.088
Kepler-367 b,Kepler-367,Transit,37.815724,0.201,1.3,401,4710,0.695,0.768
Kepler-367 c,Kepler-367,Transit,53.578637,0.253,1.2,357,4710,0.695,0.768
Kepler-368 b,Kepler-368,Transit,26.84768,0.186,3.26,800,5502,2.019,1.165
Kepler-368 c,Kepler-368,Transit,72.379334,0.36,3.88,575,5502,2.019,1.165
Kepler-369 b,Kepler-369,Transit,2.732756,0.03,1.13,687,3591,0.471,0.5
Kepler-369 c,Kepler-369,Transit,14.871572,0.094,1.41,391,3591,0.471,0.5
Kepler-37 b,Kepler-37,Transit,13.36702,0.1019,0.3098,718,5357,0.789,0.79
Kepler-37 c,Kepler-37,Transit,21.301848,0.139,0.755,615,5357,0.789,0.79
Kepler-37 d,Kepler-37,Transit,39.7922622,0.2109,2.03,499,5357,0.789,0.79
Kepler-37 e,Kepler-37,Transit Timing Variations,51.196,0.25,0.37,401,5288,0.772,0.8
Kepler-370 b,Kepler-370,Transit,4.57953,0.054,1.59,1040,5852,0.9,0.982
Kepler-370 c,Kepler-370,Transit,19.02293,0.14,1.91,647,5852,0.9,0.982
Kepler-371 b,Kepler-371,Transit,34.763278,0.2,1.89,554,5666,0.992,0.876
Kepler-371 c,Kepler-371,Transit,67.968015,0.313,1.78,443,5666,0.992,0.876
Kepler-372 b,Kepler-372,Transit,6.849692,0.075,1.36,1081,6509,1.137,1.202
Kepler-372 c,Kepler-372,Transit,20.053763,0.154,2.09,755,6509,1.137,1.202
Kepler-372 d,Kepler-372,Transit,30.092568,0.201,1.69,660,6509,1.137,1.202
Kepler-373 b,Kepler-373,Transit,5.535309,0.06,1.36,1054,5787,0.845,0.981
Kepler-373 c,Kepler-373,Transit,16.725948,0.126,1.24,729,5787,0.845,0.981
Kepler-374 b,Kepler-374,Transit,1.897806,0.029,1.03,1761,5977,0.911,1.033
Kepler-374 c,Kepler-374,Transit,3.282807,0.042,1.1,1467,5977,0.911,1.033
Kepler-374 d,Kepler-374,Transit,5.028219,0.056,1.31,1272,5977,0.911,1.033
Kepler-375 b,Kepler-375,Transit,12.125934,0.101,1.45,851,5826,0.837,0.891
Kepler-375 c,Kepler-375,Transit,19.986326,0.141,2.65,720,5826,0.837,0.891
Kepler-376 b,Kepler-376,Transit,4.920199,0.057,1.07,1242,5900,1.175,0.968
Kepler-376 c,Kepler-376,Transit,14.172327,0.115,1.79,873,5900,1.175,0.968
Kepler-377 b,Kepler-377,Transit,12.509529,0.109,1.39,875,5949,1.224,1.043
Kepler-377 c,Kepler-377,Transit,27.014976,0.182,2.06,677,5949,1.224,1.043
Kepler-378 b,Kepler-378,Transit,16.092361,0.112,0.75,503,4661,0.671,0.78
Kepler-378 c,Kepler-378,Transit,28.906009,0.166,0.7,414,4661,0.671,0.78
Kepler-379 b,Kepler-379,Transit,20.09838,0.152,1.66,775,6054,1.306,1.125
Kepler-379 c,Kepler-379,Transit,62.784697,0.326,2.29,530,6054,1.306,1.125
Kepler-38 b,Kepler-38,Transit,105.599,0.4632,4.3,475,5623,1.752,0.941
Kepler-380 b,Kepler-380,Transit,3.930821,0.05,1.19,1317,6045,1.224,0.99
Kepler-380 c,Kepler-380,Transit,7.630004,0.078,1.27,1056,6045,1.224,0.99
Kepler-381 b,Kepler-381,Transit,5.629021,0.066,0.99,1576,6152,1.568,1.144
Kepler-381 c,Kepler-381,Transit,13.391635,0.117,1.12,1180,6152,1.568,1.144
Kepler-381 d,Kepler-381,Transit,8.256299973,0.08364,1.0667865,1387,6197,2.188,1.198
Kepler-382 b,Kepler-382,Transit,5.262155,0.055,1.32,1166,5600,0.945,1.002
Kepler-382 c,Kepler-382,Transit,12.162701,0.097,1.59,882,5600,0.945,1.002
Kepler-383 b,Kepler-383,Transit,12.904532,0.095,1.32,545,4710,0.672,0.669
Kepler-383 c,Kepler-383,Transit,31.200751,0.172,1.24,406,4710,0.672,0.669
Kepler-384 b,Kepler-384,Transit,22.597053,0.148,1.12,670,5577,0.882,0.882
Kepler-384 c,Kepler-384,Transit,45.348269,0.236,1.13,531,5577,0.882,0.882
Kepler-385 b,Kepler-385,Transit,10.043686,0.097,2.73,951,6326,1.126,0.992
Kepler-385 c,Kepler-385,Transit,15.163161,0.127,3.04,829,6326,1.126,0.992
Kepler-385 d,Kepler-385,Transit,56.4159,0.2872,2.6186448,535,5829,1.157,1.05
Kepler-386 b,Kepler-386,Transit,12.31043,0.096,1.39,651,5178,0.767,0.825
Kepler-386 c,Kepler-386,Transit,25.193458,0.155,1.58,513,5178,0.767,0.825
Kepler-387 b,Kepler-387,Transit,6.791636,0.068,1.03,994,5774,1.046,0.85
Kepler-387 c,Kepler-387,Transit,11.837549,0.098,0.89,826,5774,1.046,0.85
Kepler-388 b,Kepler-388,Transit,3.173315,0.036,0.81,830,4498,0.586,0.635
Kepler-388 c,Kepler-388,Transit,13.297004,0.093,0.86,515,4498,0.586,0.635
Kepler-389 b,Kepler-389,Transit,3.244107,0.041,1.51,1047,5376,0.792,0.765
Kepler-389 c,Kepler-389,Transit,14.51143,0.11,1.46,636,5376,0.792,0.765
Kepler-39 b,Kepler-39,Transit,21.08721,0.164,13.9,897,6350,1.4,1.29
Kepler-390 b,Kepler-390,Transit,6.738088,0.065,0.82,786,5166,0.776,0.787
Kepler-390 c,Kepler-390,Transit,13.060022,0.101,0.79,630,5166,0.776,0.787
Kepler-391 b,Kepler-391,Transit,7.4175,0.083,2.5,930,5038,2.879,1.27
Kepler-391 c,Kepler-391,Transit,20.501,0.164,2.88,662,5038,2.879,1.27
Kepler-392 b,Kepler-392,Transit,5.341853,0.059,1,1125,5938,1.129,0.874
Kepler-392 c,Kepler-392,Transit,10.423118,0.093,1.1,901,5938,1.129,0.874
Kepler-393 b,Kepler-393,Transit,9.182417,0.091,1.29,1052,6189,1.382,1.256
Kepler-393 c,Kepler-393,Transit,14.613612,0.124,1.33,901,6189,1.382,1.256
Kepler-394 b,Kepler-394,Transit,8.005013,0.083,1.6,1035,6402,1.132,0.87
Kepler-394 c,Kepler-394,Transit,12.130686,0.11,1.66,901,6402,1.132,0.87
Kepler-394 d,Kepler-394,Transit,5.613580227,0.05904,1.50066814,1165,6398,1.101,1.141
Kepler-395 b,Kepler-395,Transit,7.054346,0.061,1.03,576,4262,0.556,0.622827
Kepler-395 c,Kepler-395,Transit,34.989262,0.177,1.32,341,4262,0.556,0.622827
Kepler-396 b,Kepler-396,Transit,42.994,0.24067,3.5,496,5656,1.06,0.85
Kepler-396 c,Kepler-396,Transit,88.505,0.38946,5.3,390,5656,1.06,0.85
Kepler-397 b,Kepler-397,Transit,22.250949,0.144,2.46,539,5307,0.767,0.844
Kepler-397 c,Kepler-397,Transit,135.498527,0.48,6.18,295,5307,0.767,0.844
Kepler-398 b,Kepler-398,Transit,4.081423,0.044,0.93,755,4493,0.613,0.649
Kepler-398 c,Kepler-398,Transit,11.419412,0.087,1.01,536,4493,0.613,0.649
Kepler-398 d,Kepler-398,Transit,6.83437001,0.0618,0.88,636,4557,0.67,0.72
Kepler-399 b,Kepler-399,Transit,14.425281,0.103,0.96,773,5502,0.68,0.902
Kepler-399 c,Kepler-399,Transit,26.67569,0.155,1.43,630,5502,0.68,0.902
Kepler-399 d,Kepler-399,Transit,58.034616,0.261,1.89,486,5502,0.68,0.902
Kepler-4 b,Kepler-4,Transit,3.21346,0.0456,4.002,1650,5857,1.487,1.223
Kepler-40 b,Kepler-40,Transit,6.87349,0.08,13.11,1620,6510,2.13,1.48
Kepler-400 b,Kepler-400,Transit,9.024389,0.087,1.65,939,5886,1.145,1.08
Kepler-400 c,Kepler-400,Transit,17.340824,0.134,1.49,755,5886,1.145,1.08
Kepler-401 b,Kepler-401,Transit,14.383035,0.122,1.71,889,6117,1.333,1.173
Kepler-401 c,Kepler-401,Transit,47.318218,0.269,2.15,598,6117,1.333,1.173
Kepler-401 d,Kepler-401,Transit,184.256405,0.66886,2.27,380,6184,1.29,1.17
Kepler-402 b,Kepler-402,Transit,4.028751,0.051,1.22,1311,6090,1.264,1.072
Kepler-402 c,Kepler-402,Transit,6.124821,0.068,1.56,1140,6090,1.264,1.072
Kepler-402 d,Kepler-402,Transit,8.921099,0.087,1.38,1006,6090,1.264,1.072
Kepler-402 e,Kepler-402,Transit,11.242861,0.102,1.46,931,6090,1.264,1.072
Kepler-403 b,Kepler-403,Transit,7.031462,0.076,1.25,1194,6090,1.329,1.299
Kepler-403 c,Kepler-403,Transit,54.280749,0.297,1.75,604,6090,1.329,1.299
Kepler-403 d,Kepler-403,Transit,13.61159129,0.12178,1.42,958,6209,1.45,1.25
Kepler-404 b,Kepler-404,Transit,11.829851,0.102,1.27,730,5654,0.884,0.86
Kepler-404 c,Kepler-404,Transit,14.751166,0.118,1.72,678,5654,0.884,0.86
Kepler-405 b,Kepler-405,Transit,10.613839,0.095,2.08,785,5818,0.893,0.873
Kepler-405 c,Kepler-405,Transit,29.726682,0.188,4.66,557,5818,0.893,0.873
Kepler-406 b,Kepler-406,Transit,2.42629,0.03599,1.43,1302,5538,1.07,1.07
Kepler-406 c,Kepler-406,Transit,4.62332,0.05531,0.85,1050,5538,1.07,1.07
Kepler-407 b,Kepler-407,Transit,0.6693124,0.01531,1.19,1983,5487,1.04,0.99
Kepler-407 c,Kepler-407,Radial Velocity,3000,3.27090369,12.3,,5476,1.01,1
Kepler-408 b,Kepler-408,Transit,2.46502,0.03592,0.82,1561,6104,1.23,1.08
Kepler-409 b,Kepler-409,Transit,68.9583216,0.3192,1.199,438,5421,0.897,0.913
Kepler-41 b,Kepler-41,Transit,1.8555582,0.03101,14.46,1790,5750,1.29,1.15
Kepler-410 A b,Kepler-410 A,Transit,17.833648,0.1226,2.838,866,6273,1.352,1.214
Kepler-411 b,Kepler-411,Transit,3.005156,0.0375,2.401,1138,4974,0.82,0.87
Kepler-411 c,Kepler-411,Transit,7.834435,0.0739,4.421,838,4974,0.82,0.87
Kepler-411 d,Kepler-411,Transit,58.02035,0.279,3.319,410,4974,0.82,0.87
Kepler-411 e,Kepler-411,Transit Timing Variations,31.509728,0.186,3.28,503,4974,0.82,0.87
Kepler-412 b,Kepler-412,Transit,1.7208604,0.02897,15.031269,1850,5750,1.287,1.167
Kepler-413 b,Kepler-413,Transit,66.262,0.3553,4.347,,4700,0.7761,0.82
Kepler-414 b,Kepler-414,Transit Timing Variations,4.7,0.0543,1.71,1024,5536,0.946,0.89
Kepler-414 c,Kepler-414,Transit Timing Variations,7.171,0.07195,3.01,890,5536,0.946,0.89
Kepler-415 b,Kepler-415,Transit Timing Variations,4.176,0.0426,1.21,694,4362,0.643,0.67
Kepler-415 c,Kepler-415,Transit Timing Variations,8.708,0.0695,2.01,543,4362,0.643,0.67
Kepler-416 b,Kepler-416,Transit Timing Variations,6.319,0.0674,2.48,986,5718,1.075,1
Kepler-416 c,Kepler-416,Transit Timing Variations,12.209,0.10454,2.352,791,5718,1.075,1
Kepler-416 d,Kepler-416,Transit,3.07644709,0.0407,1.61,1253,5670,1.022,0.949
Kepler-417 b,Kepler-417,Transit Timing Variations,12.331,0.1006,2.31,671,5177,0.806,0.9
Kepler-417 c,Kepler-417,Transit Timing Variations,15.943,0.1194,2.69,616,5177,0.806,0.9
Kepler-418 b,Kepler-418,Transit,86.67856,0.39249,13.45,434,5820,1.09,0.98
Kepler-418 c,Kepler-418,Transit,12.21829987,0.10632,5.22108654,835,5822,1.081,0.957
Kepler-419 b,Kepler-419,Transit,69.7546,0.37,10.8,613,6430,1.74,1.39
Kepler-419 c,Kepler-419,Transit Timing Variations,675.47,1.68,12.6,,6430,1.74,1.39
Kepler-42 b,Kepler-42,Transit,1.2137672,0.0116,0.78,519,3068,0.17,0.13
Kepler-42 c,Kepler-42,Transit,0.45328509,0.006,0.73,720,3068,0.17,0.13
Kepler-42 d,Kepler-42,Transit,1.865169,0.0154,0.57,450,3068,0.17,0.13
Kepler-421 b,Kepler-421,Transit,704.1984,1.219,4.16,185,5308,0.757,0.794
Kepler-422 b,Kepler-422,Transit,7.8914483,0.082,12.89,1028,5972,1.24,1.15
Kepler-423 b,Kepler-423,Transit,2.6843285,0.03585,13.361,1605,5560,0.95,0.85
Kepler-424 b,Kepler-424,Transit,3.3118644,0.044,9.98,1116,5460,0.94,1.01
Kepler-424 c,Kepler-424,Radial Velocity,223.3,0.73,12.7,,5460,0.94,1.01
Kepler-425 b,Kepler-425,Transit,3.79701816,0.0464,10.962,1070,5170,0.86,0.93
Kepler-426 b,Kepler-426,Transit,3.21751883,0.0414,12.22,1300,5725,0.92,0.91
Kepler-427 b,Kepler-427,Transit,10.290994,0.091,13.79,1100,5800,1.35,0.96
Kepler-428 b,Kepler-428,Transit,3.52563254,0.0433,12.11,1070,5150,0.8,0.87
Kepler-43 b,Kepler-43,Transit,3.0240949,0.046,13.663771,1620,6041,1.42,1.32
Kepler-430 b,Kepler-430,Transit,35.968,0.2244,3.25,667,5884,1.485,1.166
Kepler-430 c,Kepler-430,Transit,110.979,0.4757,1.75,458,5884,1.485,1.166
Kepler-431 b,Kepler-431,Transit,6.803,0.0719,0.764,1032,6004,1.092,1.071
Kepler-431 c,Kepler-431,Transit,8.703,0.0847,0.668,951,6004,1.092,1.071
Kepler-431 d,Kepler-431,Transit,11.922,0.1045,1.11,856,6004,1.092,1.071
Kepler-432 b,Kepler-432,Transit,52.501129,0.301,12.834305,812,4995,4.06,1.32
Kepler-432 c,Kepler-432,Radial Velocity,406.2,,13.3,,4995,4.06,1.32
Kepler-433 b,Kepler-433,Transit,5.33408384,0.0679,16.25,1776,6360,2.26,1.46
Kepler-434 b,Kepler-434,Transit,12.8747099,0.1143,12.67,1000,5977,1.38,1.198
Kepler-435 b,Kepler-435,Transit,8.6001536,0.0948,22.31,1729,6161,3.21,1.538
Kepler-436 b,Kepler-436,Transit,64.00205,0.339,2.73,322,4651,0.697,0.729
Kepler-436 c,Kepler-436,Transit,16.79713874,0.11452,2.33,503,4685,0.71,0.75
Kepler-437 b,Kepler-437,Transit,66.65062,0.288,2.14,308,4551,0.68,0.707
Kepler-438 b,Kepler-438,Transit,35.23319,0.166,1.12,288,3748,0.52,0.544
Kepler-439 b,Kepler-439,Transit,178.1396,0.563,2.24,291,5431,0.866,0.884
Kepler-44 b,Kepler-44,Transit,3.2467293,0.0446,12.22,1544,5800,1.35,1.12
Kepler-440 b,Kepler-440,Transit,101.11141,0.242,1.86,229,4134,0.559,0.575
Kepler-441 b,Kepler-441,Transit,207.2482,0.64,1.64,189,4340,0.55,0.572
Kepler-442 b,Kepler-442,Transit,112.3053,0.409,1.34,241,4402,0.598,0.609
Kepler-443 b,Kepler-443,Transit,177.6693,0.495,2.33,233,4723,0.706,0.738
Kepler-444 b,Kepler-444,Transit,3.6001053,0.04178,0.403,938,5046,0.752,0.758
Kepler-444 c,Kepler-444,Transit,4.5458841,0.04881,0.497,868,5046,0.752,0.758
Kepler-444 d,Kepler-444,Transit,6.189392,0.06,0.53,783,5046,0.752,0.758
Kepler-444 e,Kepler-444,Transit,7.743493,0.0696,0.546,727,5046,0.752,0.758
Kepler-444 f,Kepler-444,Transit,9.740486,0.0811,0.741,673,5046,0.752,0.758
Kepler-445 b,Kepler-445,Transit,2.984151,0.0217,1.58,401,3157,0.21,0.18
Kepler-445 c,Kepler-445,Transit,4.871229,0.0301,2.51,341,3157,0.21,0.18
Kepler-445 d,Kepler-445,Transit,8.15275,0.0439,1.25,305,3157,0.21,0.18
Kepler-446 b,Kepler-446,Transit,1.565409,0.0182,1.5,648,3359,0.24,0.22
Kepler-446 c,Kepler-446,Transit,3.036179,0.0283,1.11,520,3359,0.24,0.22
Kepler-446 d,Kepler-446,Transit,5.148921,0.0403,1.35,436,3359,0.24,0.22
Kepler-447 b,Kepler-447,Transit,7.79430132,0.0769,18.49,882,5493,1.05,1
Kepler-448 c,KOI-12,Transit Timing Variations,2500,4.2,12,,6635,1.4,1.5
Kepler-449 b,Kepler-449,Transit,12.58242,0.1027,2.056,917,5649.18,1.467,1.02
Kepler-449 c,Kepler-449,Transit,33.6727,0.1979,2.764,661,5649.18,1.467,1.02
Kepler-45 b,Kepler-45,Transit,2.455239,0.03,10.76,1000,3820,0.55,0.59
Kepler-450 b,Kepler-450,Transit,28.454851,0.20092,6.14,769,6197.21,1.64162,1.19
Kepler-450 c,Kepler-450,Transit,15.413135,0.13351,2.62,944,6197.21,1.64162,1.19
Kepler-450 d,Kepler-450,Transit,7.51464,0.0827,0.837,1199,6197.21,1.64162,1.19
Kepler-451 c,2MASS J19383260+4603591,Eclipse Timing Variations,1460,,13.5,,29564,0.203,0.48
Kepler-451 d,2MASS J19383260+4603591,Eclipse Timing Variations,43,,13.5,,29564,0.203,0.48
Kepler-452 b,Kepler-452,Transit,384.843,1.046,1.63,265,5757,1.11,1.037
Kepler-453 b,Kepler-453,Transit,240.503,0.7903,6.204,,5527,0.833,0.944
Kepler-454 b,Kepler-454,Transit,10.5737534,0.09528,2.37,916,5687,1.066,1.03
Kepler-454 c,Kepler-454,Radial Velocity,524.19,1.287,12.9,,5687,1.066,1.03
Kepler-454 d,Kepler-454,Radial Velocity,4073,5.1,13.3,,5687,1.066,1.03
Kepler-457 d,KOI-7892,Transit,10.6906004,0.0996,2.98467257,1008,6474,1.242,1.148
Kepler-458 c,KIC 9663113,Transit,20.74028413,0.17012,4.2,798,6117.21,2.21562,1.15
Kepler-46 b,Kepler-46,Transit,33.60134,0.1968,9.057,543,5155,0.938,0.902
Kepler-46 c,Kepler-46,Transit Timing Variations,57.011,0.2799,13.5,455,5155,0.938,0.902
Kepler-46 d,Kepler-46,Transit,6.766589,0.067,1.64,845,5309,0.79,0.883
Kepler-460 c,KIC 5437945,Transit,220.1303357,0.75318,5.52,389,6146,1.26,1.17
Kepler-461 b,Kepler-461,Transit,8.313783059,0.07895,2.58,886,5634,0.91,0.98
Kepler-462 b,Kepler-462,Transit,84.6866,0.4172,3,611,7500,1.57,1.59
Kepler-462 c,Kepler-462,Transit,207.62,0.7584,4,453,7500,1.57,1.59
Kepler-463 b,Kepler-463,Transit,8.981016833,0.07925,3.05,880,5661,0.9,0.87
Kepler-464 b,Kepler-464,Transit,7.256965224,0.07931,3.3,1163,5933,1.59,1.21
Kepler-465 b,Kepler-465,Transit,9.940672466,0.09195,2.95,996,6310,1.29,1.23
Kepler-466 b,Kepler-466,Transit,51.07926307,0.26769,2.85,503,5927,1.05,1.04
Kepler-466 c,Kepler-466,Transit,3.709213846,0.04658,1.25,1206,5927,1.05,1.04
Kepler-467 b,Kepler-467,Transit,24.99324193,0.16848,2.25,712,5809,1.37,1.05
Kepler-468 b,Kepler-468,Transit,38.47875707,0.2213,13.34,484,5498,0.87,0.96
Kepler-47 b,Kepler-47,Transit,49.4643,0.2877,3.05,,5636,0.936,0.957
Kepler-47 c,Kepler-47,Transit,303.227,0.9638,4.65,,5636,0.936,0.957
Kepler-47 d,Kepler-47,Transit,187.366,0.6992,7.04,,5636,0.936,0.957
Kepler-471 b,Kepler-471,Transit,5.014234575,0.0626,14.96,1308,6733,1.8,1.49
Kepler-472 b,Kepler-472,Transit,4.176255514,0.04823,3.22,876,4996,0.78,0.85
Kepler-473 b,Kepler-473,Transit,14.55731705,0.12048,4.08,879,5816,1.34,1.06
Kepler-474 b,Kepler-474,Transit,5.660672935,0.06092,3.06,1115,5785,1.08,0.99
Kepler-475 b,Kepler-475,Transit,3.105508189,0.03989,2.49,980,5009,0.79,0.86
Kepler-476 b,Kepler-476,Transit,14.00640607,0.1126,3.08,807,5837,1.09,1.03
Kepler-477 b,Kepler-477,Transit,11.11990653,0.0911,2.07,649,5240,0.79,0.87
Kepler-478 b,Kepler-478,Transit,13.2217576,0.1032,2.71,640,5210,0.8,0.85
Kepler-479 b,Kepler-479,Transit,12.49341307,0.09636,2.12,649,5247,0.81,0.86
Kepler-48 b,Kepler-48,Transit,4.778,0.05394,1.88,932,5194,0.89,0.88
Kepler-48 c,Kepler-48,Transit,9.67395,0.08633,2.71,736,5194,0.89,0.88
Kepler-48 d,Kepler-48,Transit,42.8961,0.23302,2.04,448,5194,0.89,0.88
Kepler-48 e,Kepler-48,Radial Velocity,982,1.898274748,13.4,,5194,0.89,0.88
Kepler-48 f,Kepler-48,Radial Velocity,5219.681854,5.719187877,13.8,,5190,0.836,0.916
Kepler-480 b,Kepler-480,Transit,4.919583795,0.06024,2.78,1312,6322,1.34,1.25
Kepler-481 b,Kepler-481,Transit,10.06082567,0.08926,2.5,899,5802,1.09,1.01
Kepler-482 b,Kepler-482,Transit,56.35418576,0.25787,2.36,352,4871,0.72,0.75
Kepler-483 b,Kepler-483,Transit,30.229104,0.19471,3.21,755,6346,1.47,1.28
Kepler-484 b,Kepler-484,Transit,10.04556931,0.09036,2.28,766,5668,0.87,0.96
Kepler-485 b,Kepler-485,Transit,3.243259796,0.04401,14.41,1243,5958,1.09,1.07
Kepler-487 b,Kepler-487,Transit,15.3587684,0.11819,11.42,662,5444,0.88,0.91
Kepler-487 c,Kepler-487,Transit,38.6519976,0.21864,2.68,487,5444,0.88,0.91
Kepler-487 d,Kepler-487,Transit,2.418390036,0.03445,2.77513568,1226,5422,0.887,0.874
Kepler-489 b,Kepler-489,Transit,17.27629612,0.12109,7.72,538,5014,0.76,0.82
Kepler-49 b,Kepler-49,Transit,7.2,0.05929,2.579,509,4095.6,0.618,0.607
Kepler-49 c,Kepler-49,Transit,10.91,0.07821,2.444,443,4095.6,0.618,0.607
Kepler-49 d,Kepler-49,Transit,2.576549,0.031,1.6,717,4252,0.559,0.549
Kepler-49 e,Kepler-49,Transit,18.596108,0.116,1.56,371,4252,0.559,0.549
Kepler-490 b,Kepler-490,Transit,3.268695154,0.0453,11.65,1597,6045,1.12,1.08
Kepler-491 b,Kepler-491,Transit,4.225384512,0.05191,8.92,1111,5582,1.03,1.04
Kepler-493 b,Kepler-493,Transit,3.003876581,0.0439,15.13,1438,6457,1.54,1.36
Kepler-495 b,Kepler-495,Transit,3.413036221,0.0427,5.23,1200,5346,0.83,0.86
Kepler-495 c,Kepler-495,Transit,5.896609783,0.0614,1.21936414,1000,5392,1.087,0.888
Kepler-496 b,Kepler-496,Transit,8.30864937,0.0747,2.32,747,5293,0.82,0.86
Kepler-497 b,Kepler-497,Transit,3.573203671,0.0457,6.04,1210,5834,1.11,1.09
Kepler-498 b,Kepler-498,Transit,9.61375356,0.0897,3.03,931,5744,0.96,0.98
Kepler-499 b,Kepler-499,Transit,5.632528453,0.0598,2.17,844,5312,0.83,0.87
Kepler-5 b,Kepler-5,Transit,3.5484657,0.0538,15.984034,1750,6297,1.793,1.374
Kepler-50 b,Kepler-50,Transit,7.81254,0.077,1.71,1196,6225,1.58,1.24
Kepler-50 c,Kepler-50,Transit,9.37647,0.087,2.17,1125,6225,1.58,1.24
Kepler-500 b,Kepler-500,Transit,8.508324398,0.08361,2.58,909,5813,1.03,1.02
Kepler-501 b,Kepler-501,Transit,5.640677572,0.0627,4.3,1125,5904,1.04,1.03
Kepler-501 c,Kepler-501,Transit,3.622760057,0.0467,1.68119739,1304,5794,1.216,1.032
Kepler-502 b,Kepler-502,Transit,4.28686431,0.0535,4.77,1217,6125,1.22,1.15
Kepler-504 b,Kepler-504,Transit,9.549275422,0.0646,1.59,374,3519,0.33,0.33
Kepler-505 b,Kepler-505,Transit,27.52197994,0.1445,2.6,314,3931,0.53,0.55
Kepler-506 b,Kepler-506,Transit,6.8834055,0.07437,2.73,1080,6236,1.19,1.19
Kepler-507 b,Kepler-507,Transit,3.568096926,0.04781,1.3,1407,6113,1.32,1.16
Kepler-508 b,Kepler-508,Transit,25.30889748,0.17274,1.64,710,6025,1.25,1.16
Kepler-509 b,Kepler-509,Transit,41.74600392,0.23702,2.49,584,6060,1.2,1.1
Kepler-51 b,Kepler-51,Transit,45.154,0.2514,7.1,543,6018,0.94,1.04
Kepler-51 c,Kepler-51,Transit,85.312,0.384,9,439,6018,0.94,1.04
Kepler-51 d,Kepler-51,Transit,130.194,0.509,9.7,381,6018,0.94,1.04
Kepler-51 e,Kepler-51,Transit Timing Variations,264.284,,2.18,,5674,0.87,0.96
Kepler-510 b,Kepler-510,Transit,19.55659418,0.1352,2.47,797,5746,1.41,0.91
Kepler-511 b,Kepler-511,Transit,296.637865,0.85672,6.35,332,5770,1.2,1
Kepler-511 c,Kepler-511,Transit,26.62949944,0.17177,4.20964327,742,5866,1.417,0.958
